datetime,lat,lon,alt,relative_alt,ground_speed,heading
2023-07-09 22:04:57,-35.3632621,149.1652374,584.09,-0.027,0.0,356.32
2023-07-09 22:04:58,-35.3632621,149.1652374,584.09,-0.027,0.0,356.37
2023-07-09 22:04:58,-35.3632621,149.1652374,584.09,-0.027,0.0,356.42
2023-07-09 22:04:58,-35.3632621,149.1652374,584.09,-0.027,0.0,356.45
2023-07-09 22:04:58,-35.3632621,149.1652374,584.09,-0.027,0.0,356.49
2023-07-09 22:04:59,-35.3632621,149.1652374,584.09,-0.027,0.0,356.51
2023-07-09 22:04:59,-35.3632621,149.1652374,584.09,-0.027,0.0,356.52
2023-07-09 22:04:59,-35.3632621,149.1652374,584.09,-0.027,0.0,356.53
2023-07-09 22:04:59,-35.3632621,149.1652374,584.09,-0.027,0.0,356.54
2023-07-09 22:05:00,-35.3632621,149.1652374,584.09,-0.027,0.0,356.54
2023-07-09 22:05:00,-35.3632621,149.1652374,584.09,-0.027,0.0,356.54
2023-07-09 22:05:00,-35.3632621,149.1652374,584.09,-0.027,0.0,356.53
2023-07-09 22:05:00,-35.3632621,149.1652374,584.09,-0.006,0.0,356.52
2023-07-09 22:05:01,-35.3632621,149.1652374,584.09,-0.006,0.0,356.51
2023-07-09 22:05:01,-35.3632621,149.1652374,584.09,-0.007,0.0,356.5
2023-07-09 22:05:01,-35.3632621,149.1652374,584.09,-0.007,0.0,356.48
2023-07-09 22:05:01,-35.3632621,149.1652374,584.09,-0.007,0.0,356.47
2023-07-09 22:05:02,-35.3632621,149.1652374,584.09,-0.008,0.0,356.44
2023-07-09 22:05:02,-35.3632621,149.1652374,584.09,-0.008,0.0,356.43
2023-07-09 22:05:02,-35.3632621,149.1652374,584.09,-0.008,0.0,356.4
2023-07-09 22:05:02,-35.3632621,149.1652374,584.09,-0.008,0.0,356.38
2023-07-09 22:05:03,-35.3632621,149.1652374,584.09,-0.009,0.0,356.36
2023-07-09 22:05:03,-35.3632621,149.1652374,584.09,-0.009,0.0,356.34
2023-07-09 22:05:03,-35.3632621,149.1652374,584.09,-0.009,0.0,356.31
2023-07-09 22:05:03,-35.3632621,149.1652374,584.09,-0.009,0.0,356.29
2023-07-09 22:05:04,-35.3632621,149.1652374,584.09,-0.009,0.01,356.26
2023-07-09 22:05:04,-35.3632621,149.1652374,584.09,-0.01,0.01,356.24
2023-07-09 22:05:04,-35.3632621,149.1652374,584.09,-0.01,0.01,356.21
2023-07-09 22:05:04,-35.3632621,149.1652374,584.09,-0.01,0.01,356.18
2023-07-09 22:05:05,-35.3632621,149.1652374,584.09,-0.01,0.01,356.16
2023-07-09 22:05:05,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.14
2023-07-09 22:05:05,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.11
2023-07-09 22:05:05,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.08
2023-07-09 22:05:06,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.06
2023-07-09 22:05:06,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.03
2023-07-09 22:05:06,-35.3632621,149.1652374,584.09,-0.011,0.01414213562373095,356.0
2023-07-09 22:05:06,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.98
2023-07-09 22:05:07,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.95
2023-07-09 22:05:07,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.93
2023-07-09 22:05:07,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.9
2023-07-09 22:05:07,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.88
2023-07-09 22:05:08,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.85
2023-07-09 22:05:08,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.83
2023-07-09 22:05:08,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.8
2023-07-09 22:05:08,-35.3632621,149.1652374,584.09,-0.012,0.01414213562373095,355.78
2023-07-09 22:05:09,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.75
2023-07-09 22:05:09,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.73
2023-07-09 22:05:09,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.7
2023-07-09 22:05:09,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.68
2023-07-09 22:05:10,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.66
2023-07-09 22:05:10,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.63
2023-07-09 22:05:10,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.61
2023-07-09 22:05:10,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.59
2023-07-09 22:05:11,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.57
2023-07-09 22:05:11,-35.3632621,149.1652374,584.09,-0.013,0.01414213562373095,355.54
2023-07-09 22:05:11,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.52
2023-07-09 22:05:11,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.5
2023-07-09 22:05:12,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.48
2023-07-09 22:05:12,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.46
2023-07-09 22:05:12,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.44
2023-07-09 22:05:12,-35.3632621,149.1652374,584.09,-0.014,0.01414213562373095,355.42
2023-07-09 22:05:13,-35.3632621,149.1652374,584.09,-0.014,0.022360679774997897,355.4
2023-07-09 22:05:13,-35.3632621,149.1652374,584.09,-0.014,0.022360679774997897,355.38
2023-07-09 22:05:13,-35.3632621,149.1652374,584.09,-0.014,0.022360679774997897,355.36
2023-07-09 22:05:13,-35.3632621,149.1652374,584.09,-0.014,0.022360679774997897,355.34
2023-07-09 22:05:14,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.32
2023-07-09 22:05:14,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.3
2023-07-09 22:05:14,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.28
2023-07-09 22:05:14,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.27
2023-07-09 22:05:15,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.25
2023-07-09 22:05:15,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.23
2023-07-09 22:05:15,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.21
2023-07-09 22:05:15,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.2
2023-07-09 22:05:16,-35.3632621,149.1652374,584.09,-0.015,0.022360679774997897,355.18
2023-07-09 22:05:16,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.16
2023-07-09 22:05:16,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.14
2023-07-09 22:05:16,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.13
2023-07-09 22:05:17,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.11
2023-07-09 22:05:17,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.1
2023-07-09 22:05:17,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.08
2023-07-09 22:05:17,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.07
2023-07-09 22:05:18,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.05
2023-07-09 22:05:18,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.03
2023-07-09 22:05:18,-35.3632621,149.1652374,584.09,-0.016,0.0282842712474619,355.02
2023-07-09 22:05:18,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,355.0
2023-07-09 22:05:19,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.99
2023-07-09 22:05:19,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.98
2023-07-09 22:05:19,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.96
2023-07-09 22:05:19,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.95
2023-07-09 22:05:20,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.94
2023-07-09 22:05:20,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.92
2023-07-09 22:05:20,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.91
2023-07-09 22:05:20,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.9
2023-07-09 22:05:21,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.88
2023-07-09 22:05:21,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.87
2023-07-09 22:05:21,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.86
2023-07-09 22:05:21,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.84
2023-07-09 22:05:22,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.83
2023-07-09 22:05:22,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.82
2023-07-09 22:05:22,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.81
2023-07-09 22:05:22,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.79
2023-07-09 22:05:23,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.78
2023-07-09 22:05:23,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.77
2023-07-09 22:05:23,-35.3632621,149.1652374,584.09,-0.017,0.0282842712474619,354.76
2023-07-09 22:05:23,-35.3632621,149.1652374,584.07,-0.017,0.0,354.75
2023-07-09 22:05:24,-35.3632621,149.1652374,584.07,-0.017,0.0,354.73
2023-07-09 22:05:24,-35.3632621,149.1652374,584.07,-0.017,0.0,354.72
2023-07-09 22:05:24,-35.3632621,149.1652374,584.07,-0.017,0.0,354.71
2023-07-09 22:05:24,-35.3632621,149.1652374,584.07,-0.017,0.01,354.7
2023-07-09 22:05:25,-35.3632621,149.1652374,584.07,-0.017,0.01,354.69
2023-07-09 22:05:25,-35.3632621,149.1652374,584.07,-0.017,0.01414213562373095,354.68
2023-07-09 22:05:25,-35.3632621,149.1652374,584.07,-0.017,0.01414213562373095,354.66
2023-07-09 22:05:25,-35.3632621,149.1652374,584.07,0.002,0.01414213562373095,354.65
2023-07-09 22:05:26,-35.3632621,149.1652374,584.07,0.002,0.01414213562373095,354.64
2023-07-09 22:05:26,-35.3632621,149.1652374,584.07,0.002,0.01414213562373095,354.63
2023-07-09 22:05:26,-35.3632621,149.1652374,584.07,0.002,0.01414213562373095,354.62
2023-07-09 22:05:26,-35.3632621,149.1652374,584.07,0.002,0.01,354.61
2023-07-09 22:05:27,-35.3632621,149.1652374,584.07,0.002,0.0,354.6
2023-07-09 22:05:27,-35.3632621,149.1652374,584.07,0.002,0.0,354.59
2023-07-09 22:05:27,-35.3632621,149.1652374,584.07,0.002,0.0,354.57
2023-07-09 22:05:27,-35.3632621,149.1652374,584.07,0.002,0.0,354.56
2023-07-09 22:05:28,-35.3632621,149.1652374,584.07,0.002,0.0,354.55
2023-07-09 22:05:28,-35.3632621,149.1652374,584.07,0.002,0.0,354.54
2023-07-09 22:05:28,-35.3632621,149.1652374,584.07,0.002,0.0,354.53
2023-07-09 22:05:28,-35.3632621,149.1652374,584.07,0.002,0.0,354.52
2023-07-09 22:05:29,-35.3632621,149.1652374,584.08,0.018,0.0,354.51
2023-07-09 22:05:29,-35.3632621,149.1652374,584.18,0.11,0.0,354.5
2023-07-09 22:05:29,-35.3632621,149.1652374,584.46,0.391,0.0,354.49
2023-07-09 22:05:29,-35.3632621,149.1652374,584.91,0.843,0.0,354.5
2023-07-09 22:05:30,-35.3632621,149.1652374,585.42,1.354,0.0,354.51
2023-07-09 22:05:30,-35.3632621,149.1652374,586.01,1.94,0.0,354.52
2023-07-09 22:05:30,-35.3632621,149.1652373,586.65,2.581,0.0,354.52
2023-07-09 22:05:30,-35.3632621,149.1652373,587.32,3.259,0.0,352.7
2023-07-09 22:05:31,-35.3632621,149.1652373,588.01,3.946,0.0,352.72
2023-07-09 22:05:31,-35.363262,149.1652373,588.68,4.615,0.0,352.74
2023-07-09 22:05:31,-35.363262,149.1652373,589.31,5.244,0.0,352.73
2023-07-09 22:05:31,-35.363262,149.1652372,589.89,5.829,0.0,352.72
2023-07-09 22:05:32,-35.363262,149.1652372,590.43,6.368,0.01,352.71
2023-07-09 22:05:32,-35.363262,149.1652372,590.93,6.862,0.01,352.71
2023-07-09 22:05:32,-35.363262,149.1652372,591.38,7.317,0.01,352.71
2023-07-09 22:05:32,-35.363262,149.1652372,591.8,7.734,0.01,352.71
2023-07-09 22:05:33,-35.363262,149.1652372,592.18,8.116,0.01,352.71
2023-07-09 22:05:33,-35.363262,149.1652372,592.53,8.465,0.01,352.71
2023-07-09 22:05:33,-35.363262,149.1652372,592.85,8.781,0.01,352.71
2023-07-09 22:05:33,-35.363262,149.1652372,593.13,9.064,0.01,352.71
2023-07-09 22:05:34,-35.363262,149.1652372,593.38,9.314,0.01,352.71
2023-07-09 22:05:34,-35.363262,149.1652372,593.59,9.528,0.01,352.71
2023-07-09 22:05:34,-35.363262,149.1652372,593.77,9.708,0.0,352.72
2023-07-09 22:05:34,-35.363262,149.1652372,593.92,9.85,0.0,352.72
2023-07-09 22:05:35,-35.363262,149.1652372,594.02,9.954,0.0,352.71
2023-07-09 22:05:35,-35.363262,149.1652372,594.08,10.017,0.0,352.71
2023-07-09 22:05:35,-35.363262,149.1652373,594.11,10.029,0.16278820596099708,352.7
2023-07-09 22:05:35,-35.3632614,149.1652374,594.13,10.05,0.2745906043549196,352.63
2023-07-09 22:05:35,-35.3632607,149.1652375,594.2,10.123,0.2863564212655271,352.54
2023-07-09 22:05:35,-35.3632601,149.1652376,594.34,10.266,0.24515301344262524,352.5
2023-07-09 22:05:35,-35.3632596,149.1652377,594.56,10.485,0.18439088914585774,352.51
2023-07-09 22:05:35,-35.3632592,149.1652378,594.85,10.775,0.11401754250991379,352.55
2023-07-09 22:05:35,-35.363259,149.1652378,595.21,11.134,0.05385164807134505,352.63
2023-07-09 22:05:35,-35.3632589,149.1652378,595.63,11.559,0.01,352.69
2023-07-09 22:05:35,-35.3632589,149.1652378,596.12,12.047,0.04,352.73
2023-07-09 22:05:35,-35.3632589,149.1652378,596.67,12.595,0.07,352.75
2023-07-09 22:05:35,-35.363259,149.1652378,597.28,13.202,0.09,352.74
2023-07-09 22:05:35,-35.3632592,149.1652378,597.92,13.844,0.09,352.71
2023-07-09 22:05:35,-35.3632593,149.1652377,598.57,14.493,0.08,352.65
2023-07-09 22:05:35,-35.3632594,149.1652376,599.22,15.141,0.07071067811865477,352.6
2023-07-09 22:05:35,-35.3632596,149.1652376,599.86,15.78,0.07071067811865477,352.59
2023-07-09 22:05:35,-35.3632597,149.1652376,600.49,16.412,0.06324555320336758,352.58
2023-07-09 22:05:35,-35.3632598,149.1652376,601.12,17.04,0.06324555320336758,352.56
2023-07-09 22:05:36,-35.3632599,149.1652375,601.74,17.662,0.05385164807134505,352.53
2023-07-09 22:05:36,-35.36326,149.1652375,602.36,18.285,0.05385164807134505,352.5
2023-07-09 22:05:36,-35.3632601,149.1652375,602.99,18.91,0.05385164807134505,352.48
2023-07-09 22:05:36,-35.3632601,149.1652375,603.61,19.534,0.044721359549995794,352.47
2023-07-09 22:05:36,-35.3632602,149.1652375,604.23,20.159,0.044721359549995794,352.46
2023-07-09 22:05:36,-35.3632602,149.1652375,604.86,20.782,0.044721359549995794,352.44
2023-07-09 22:05:36,-35.3632603,149.1652375,605.48,21.406,0.03605551275463989,352.41
2023-07-09 22:05:36,-35.3632603,149.1652374,606.11,22.03,0.03605551275463989,352.41
2023-07-09 22:05:36,-35.3632604,149.1652374,606.73,22.653,0.03605551275463989,352.4
2023-07-09 22:05:36,-35.3632604,149.1652374,607.35,23.276,0.03605551275463989,352.39
2023-07-09 22:05:36,-35.3632604,149.1652374,607.98,23.902,0.03605551275463989,352.36
2023-07-09 22:05:36,-35.3632605,149.1652373,608.6,24.527,0.03605551275463989,352.34
2023-07-09 22:05:36,-35.3632605,149.1652373,609.21,25.137,0.03162277660168379,352.31
2023-07-09 22:05:36,-35.3632605,149.1652373,609.81,25.733,0.03162277660168379,352.3
2023-07-09 22:05:36,-35.3632604,149.1652373,610.37,26.294,0.03,352.28
2023-07-09 22:05:36,-35.3632604,149.1652373,610.89,26.813,0.03,352.27
2023-07-09 22:05:36,-35.3632604,149.1652373,611.36,27.285,0.03,352.25
2023-07-09 22:05:36,-35.3632604,149.1652373,611.79,27.717,0.03,352.23
2023-07-09 22:05:36,-35.3632604,149.1652373,612.19,28.111,0.03,352.22
2023-07-09 22:05:36,-35.3632604,149.1652373,612.55,28.474,0.03162277660168379,352.21
2023-07-09 22:05:36,-35.3632604,149.1652373,612.88,28.801,0.03162277660168379,352.22
2023-07-09 22:05:36,-35.3632604,149.1652373,613.17,29.097,0.0282842712474619,352.23
2023-07-09 22:05:36,-35.3632604,149.1652373,613.43,29.359,0.0282842712474619,352.22
2023-07-09 22:05:36,-35.3632604,149.1652373,613.66,29.588,0.03605551275463989,352.21
2023-07-09 22:05:36,-35.3632604,149.1652373,613.86,29.783,0.03605551275463989,352.19
2023-07-09 22:05:36,-35.3632604,149.1652373,614.02,29.942,0.03605551275463989,352.18
2023-07-09 22:05:36,-35.3632604,149.1652373,614.14,30.064,0.03605551275463989,352.17
2023-07-09 22:05:36,-35.3632605,149.1652373,614.22,30.148,0.03605551275463989,352.15
2023-07-09 22:05:36,-35.3632605,149.1652373,614.26,30.181,0.044721359549995794,351.94
2023-07-09 22:05:36,-35.3632606,149.1652372,614.25,30.176,0.1,351.52
2023-07-09 22:05:36,-35.3632608,149.165237,614.24,30.161,0.161245154965971,351.13
2023-07-09 22:05:36,-35.3632612,149.1652365,614.23,30.15,0.2765863337187866,350.96
2023-07-09 22:05:36,-35.3632616,149.1652357,614.23,30.15,0.4205948168962618,350.99
2023-07-09 22:05:36,-35.3632616,149.1652346,614.23,30.153,0.3301514803843836,349.83
2023-07-09 22:05:36,-35.3632612,149.1652335,614.25,30.174,0.530754180388624,340.22
2023-07-09 22:05:36,-35.3632612,149.1652312,614.31,30.238,0.8542833253669417,317.94
2023-07-09 22:05:36,-35.3632624,149.1652266,614.43,30.352,1.4430869689661812,287.65
2023-07-09 22:05:36,-35.3632644,149.1652195,614.57,30.499,2.265855246921127,264.38
2023-07-09 22:05:36,-35.3632673,149.1652105,614.75,30.674,3.035061778613411,252.71
2023-07-09 22:05:36,-35.3632705,149.165201,614.94,30.867,3.5341335571820145,249.8
2023-07-09 22:05:37,-35.3632742,149.1651923,615.17,31.092,3.7847060652050644,254.92
2023-07-09 22:05:37,-35.3632766,149.1651841,615.36,31.281,4.010598459083133,262.65
2023-07-09 22:05:37,-35.363277,149.1651748,615.47,31.398,4.351241202231842,265.13
2023-07-09 22:05:37,-35.363277,149.1651646,615.58,31.508,4.764881950269073,264.58
2023-07-09 22:05:37,-35.3632779,149.1651541,615.73,31.656,5.193303380315847,261.51
2023-07-09 22:05:37,-35.3632796,149.1651438,615.93,31.857,5.538754372600395,259.15
2023-07-09 22:05:37,-35.3632824,149.1651337,616.16,32.085,5.90444747626736,260.97
2023-07-09 22:05:37,-35.3632832,149.1651205,616.37,32.296,6.492226120522914,261.96
2023-07-09 22:05:37,-35.3633221,149.1651564,616.57,32.493,3.592436499090833,211.48
2023-07-09 22:05:37,-35.3633298,149.1651464,616.89,32.818,4.3353085241998635,208.86
2023-07-09 22:05:37,-35.363333,149.1651345,617.41,33.338,5.028011535388518,222.28
2023-07-09 22:05:37,-35.3633171,149.1651362,622.16,38.083,4.08100477823783,224.86
2023-07-09 22:05:37,-35.3633067,149.1651269,622.28,38.209,4.464045250666709,250.64
2023-07-09 22:05:37,-35.3632995,149.1651271,622.99,38.911,3.105382424114621,265.74
2023-07-09 22:05:37,-35.3632919,149.1651304,623.64,39.561,2.7681221071332818,271.91
2023-07-09 22:05:37,-35.3632845,149.165131,623.98,39.901,2.5424791051255466,271.34
2023-07-09 22:05:37,-35.3632756,149.1651273,624.02,39.943,2.796587205863604,264.29
2023-07-09 22:05:37,-35.3632651,149.1651199,623.79,39.716,3.0993225066133405,263.63
2023-07-09 22:05:37,-35.3632539,149.1651081,623.41,39.332,3.479727000786125,266.1
2023-07-09 22:05:37,-35.3632425,149.1650905,622.91,38.839,4.123796794217679,267.04
2023-07-09 22:05:37,-35.3632312,149.1650656,622.35,38.274,5.51837838499681,266.55
2023-07-09 22:05:37,-35.3632211,149.1650366,621.77,37.693,6.66532069746085,264.8
2023-07-09 22:05:37,-35.3632125,149.1650038,621.18,37.107,7.714615998220521,262.84
2023-07-09 22:05:37,-35.363206,149.1649698,620.62,36.545,8.392723038442291,261.64
2023-07-09 22:05:37,-35.3632013,149.1649337,620.08,36.005,9.192105308361082,261.45
2023-07-09 22:05:37,-35.363199,149.1648965,619.58,35.5,9.829476079629066,261.83
2023-07-09 22:05:37,-35.363199,149.1648596,619.15,35.077,10.246018739002968,262.32
2023-07-09 22:05:37,-35.3632011,149.1648227,618.82,34.746,10.56250443786889,262.64
2023-07-09 22:05:37,-35.3632053,149.1647858,618.59,34.513,10.934866254326113,262.6
2023-07-09 22:05:37,-35.3632115,149.1647492,618.46,34.38,11.246230479587371,262.38
2023-07-09 22:05:37,-35.3632197,149.1647132,618.41,34.338,11.520078124735093,262.12
2023-07-09 22:05:37,-35.3632296,149.1646783,618.45,34.37,11.625768791783191,261.99
2023-07-09 22:05:37,-35.3632408,149.1646447,618.54,34.464,11.450925726769867,256.47
2023-07-09 22:05:37,-35.3632525,149.1646145,618.73,34.65,10.1381260595832,255.11
2023-07-09 22:05:37,-35.3632653,149.164589,619.03,34.952,8.554677083326991,258.54
2023-07-09 22:05:37,-35.3632793,149.1645689,619.44,35.362,6.749614803823993,264.32
2023-07-09 22:05:37,-35.3632958,149.1645551,619.96,35.887,5.077371367154465,269.87
2023-07-09 22:05:37,-35.3633131,149.1645485,620.61,36.532,3.5722961803299573,271.61
2023-07-09 22:05:37,-35.3633299,149.1645479,621.39,37.314,2.5995576546789647,269.75
2023-07-09 22:05:37,-35.3633456,149.1645529,622.35,38.278,2.0724140512938045,271.3
2023-07-09 22:05:37,-35.3633584,149.1645626,623.4,39.32,2.1817882573705454,271.25
2023-07-09 22:05:38,-35.363368,149.1645764,624.4,40.323,2.7735356496717323,270.56
2023-07-09 22:05:38,-35.3633735,149.1645916,625.27,41.195,3.4295772334210524,270.92
2023-07-09 22:05:38,-35.3633756,149.1646079,626.03,41.959,4.150048192491264,273.4
2023-07-09 22:05:38,-35.3633749,149.1646251,626.72,42.646,4.960131046655925,277.03
2023-07-09 22:05:38,-35.3633721,149.1646425,627.36,43.289,5.6676273695436254,279.24
2023-07-09 22:05:38,-35.3633678,149.1646603,627.98,43.907,6.248879899630014,276.99
2023-07-09 22:05:38,-35.3633619,149.1646774,628.59,44.511,5.925622330186087,274.55
2023-07-09 22:05:38,-35.3633552,149.1646922,629.19,45.117,5.143267443950392,279.11
2023-07-09 22:05:38,-35.3633474,149.1647047,629.78,45.701,4.301127759088307,284.66
2023-07-09 22:05:38,-35.3633385,149.164715,630.29,46.219,3.4087241014784406,288.04
2023-07-09 22:05:38,-35.363329,149.1647228,630.81,46.738,2.3681427321848654,289.17
2023-07-09 22:05:38,-35.3633195,149.1647276,631.37,47.293,1.4705441169852742,289.5
2023-07-09 22:05:38,-35.3633091,149.16473,629.76,45.689,4.2843902716722715,278.98
2023-07-09 22:05:38,-35.3632985,149.1647295,630.19,46.114,4.200583292829699,284.12
